data_scope,is_real_lendingclub,run_id,run_timestamp_utc,git_commit,dataset_sha256,alpha1,synthetic_seed,reference_fingerprint,elapsed_seconds,records_per_second,delta_star,validation_n,validation_accuracy_at_delta_star,test_n,accuracy,macro_f1,unmatched_count,unmatched_rate,combined_mae,combined_max_abs_error,expected_one_mean,expected_one_std,expected_one_min,expected_one_max,expected_one_mae,expected_one_max_abs_error,expected_zero_mean,expected_zero_std,expected_zero_min,expected_zero_max,expected_zero_mae,expected_zero_max_abs_error
real_lendingclub,True,cd08706ed9b4428fb232b89a7ac9d1b1,2026-09-06T09:37:24.191659+00:00,fc62c4d4b62edf6ff9fe92f4e1e1fd29b03ac77f,3eae03c28fd9d2e8a076ebeb73507e8d4d0f44d90500decdb0936e0933d1f36a,0.7,0,d8f67fdb45d321c6bea0e3b71f2ffade6ebf33c6d3468eb8faa8c221bae156b9,7819.659468030004,34.04662326901452,0.95,88744,1.0,177489,1.0,1.0,0,0.0,2.930766742220679e-07,3.8577900674425116e-07,0.9999997742704623,5.922022631866639e-09,0.9999997456331013,0.9999998017867894,2.257295377843559e-07,2.543668986554337e-07,-3.604238106597799e-07,5.9959957762362945e-09,-3.8577900674425116e-07,-3.2867983256143575e-07,3.604238106597799e-07,3.8577900674425116e-07
