data_scope,is_real_lendingclub,n_train,n_validation,n_train_dropped_missing_feature,n_validation_dropped_missing_feature,model,hyperparameters,selection_metric,selection_score,threshold,n_test_predictions,n_test_resolved_for_metrics,n_predictions,positive_rate,predicted_positive_rate,accuracy,precision,recall,f1,roc_auc
real_lendingclub,True,580544,82934,3,2,logistic_regression,"{""C"": 0.01}",validation_roc_auc,0.5920697319640977,0.05,177489,165872,165872,0.8154420275875374,1.0,0.8154420275875374,0.8154420275875374,1.0,0.8983399251488555,0.5903445236464009
real_lendingclub,True,580544,82934,3,2,random_forest,"{""max_depth"": 8, ""n_estimators"": 100}",validation_roc_auc,0.5942300883471242,0.05,177489,165872,165872,0.8154420275875374,1.0,0.8154420275875374,0.8154420275875374,1.0,0.8983399251488555,0.5930653201703437
