proxy_features,n_train,n_test,n_train_dropped_missing_proxy_feature,n_test_dropped_missing_proxy_feature,class_balance_train_female_fraction,class_balance_test_female_fraction,roc_auc,accuracy,note,data_scope,is_real_lendingclub
"['log1p_annual_inc', 'emp_length_years', 'dti', 'home_ownership_indicator', 'south_region_indicator']",621204,177488,3,1,0.5036477550047971,0.5030537275759488,0.6825426948457125,0.6341048408906518,"Diagnostic model predicting the SYNTHETIC protected-attribute label from proxy features only -- entirely separate from the credit-decision models; never used as a credit-model input. Rows with a missing raw annual_inc/dti are explicitly dropped (see n_*_dropped_missing_proxy_feature), not imputed or silently included.",real_lendingclub,True
