data_scope,is_real_lendingclub,n_runs,alpha1,synthetic_seed,dataset_sha256,git_commit,validation_n,test_n,total_elapsed_seconds,delta_star_mean,delta_star_std,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,unmatched_rate_mean,unmatched_rate_std,combined_mae_mean,combined_mae_std,combined_max_abs_error_mean,combined_max_abs_error_std,records_per_second_mean,records_per_second_std
real_lendingclub,True,1,0.7,0,3eae03c28fd9d2e8a076ebeb73507e8d4d0f44d90500decdb0936e0933d1f36a,fc62c4d4b62edf6ff9fe92f4e1e1fd29b03ac77f,88744,177489,7819.659468030004,0.95,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.930766742220679e-07,0.0,3.8577900674425116e-07,0.0,34.04662326901452,0.0
